Size,Sleeve_Type,Color,Collar_Type,Fit,Pattern,Price,Trial_Count,Purchased
M,Half,Black,Mandarin,Regular,Striped,587,3,0
M,Full,Green,Round,Regular,Solid,1642,5,0
L,Sleeveless,Red,Round,Loose,Solid,1944,2,1
L,Full,Green,V-Neck,Regular,Solid,212,0,0
XL,Sleeveless,Blue,Mandarin,Regular,Solid,2034,10,1
M,Half,Yellow,Round,Regular,Solid,414,0,0
M,Sleeveless,Blue,Polo,Loose,Printed,1360,4,0
XL,Full,Black,Round,Regular,Checked,956,0,0
M,Half,White,Mandarin,Loose,Printed,446,0,0
M,Half,Blue,Mandarin,Regular,Printed,1025,1,1
XL,Sleeveless,Black,Polo,Regular,Solid,1922,10,0
M,Sleeveless,Red,Round,Regular,Solid,200,3,1
M,Half,Yellow,Round,Regular,Printed,200,3,0
XL,Half,White,V-Neck,Loose,Solid,355,1,0
L,Half,Black,V-Neck,Regular,Checked,1474,5,1
XL,Sleeveless,White,V-Neck,Loose,Checked,2724,2,0
M,Full,Black,Mandarin,Loose,Striped,1137,1,0
L,Full,Green,Polo,Slim,Checked,934,0,0
S,Full,White,Mandarin,Regular,Solid,1067,7,0
M,Sleeveless,Green,Polo,Regular,Solid,2620,4,1
S,Sleeveless,Black,Polo,Regular,Solid,1240,3,0
M,Full,Red,V-Neck,Regular,Solid,2096,0,1
M,Half,Black,Mandarin,Slim,Checked,2542,0,1
S,Sleeveless,Yellow,Mandarin,Regular,Checked,1666,3,0
M,Half,Blue,Polo,Regular,Striped,1591,8,1
M,Sleeveless,Yellow,Polo,Slim,Solid,2933,1,1
M,Full,Green,Mandarin,Regular,Striped,524,1,0
M,Full,Black,Polo,Regular,Solid,543,1,0
M,Half,Yellow,Mandarin,Slim,Printed,918,1,1
M,Half,Green,Round,Loose,Solid,1556,1,1
M,Sleeveless,Yellow,V-Neck,Regular,Striped,1870,6,0
S,Half,Black,V-Neck,Slim,Printed,1667,3,0
M,Half,Yellow,Round,Slim,Solid,925,2,1
L,Half,Red,V-Neck,Loose,Checked,2658,1,0
M,Full,White,V-Neck,Regular,Striped,746,7,0
S,Sleeveless,Yellow,Round,Loose,Striped,1056,1,0
L,Half,Black,Round,Regular,Solid,2804,6,0
L,Full,Blue,Round,Slim,Solid,329,0,1
S,Half,Red,Round,Slim,Solid,691,4,1
M,Half,Green,Mandarin,Regular,Printed,858,2,0
L,Sleeveless,Red,Round,Regular,Checked,994,0,1
M,Sleeveless,Blue,V-Neck,Loose,Printed,1034,4,0
S,Sleeveless,Blue,Polo,Regular,Printed,827,1,0
M,Full,Green,Round,Slim,Solid,1163,1,1
L,Full,Black,Polo,Regular,Solid,2600,2,1
XL,Full,White,V-Neck,Regular,Striped,2811,2,0
XL,Sleeveless,Yellow,Mandarin,Loose,Solid,1589,8,0
M,Full,Black,V-Neck,Regular,Printed,2082,3,0
S,Full,White,V-Neck,Loose,Solid,910,4,0
M,Sleeveless,Blue,V-Neck,Regular,Solid,1531,8,0
M,Half,Blue,V-Neck,Slim,Solid,1946,4,0
M,Full,White,Mandarin,Regular,Striped,1561,1,1
L,Half,Black,V-Neck,Loose,Solid,573,5,1
M,Half,Black,V-Neck,Regular,Solid,1540,9,0
XL,Sleeveless,Green,V-Neck,Loose,Solid,615,4,1
S,Full,Blue,Polo,Slim,Solid,2573,6,1
S,Full,Green,V-Neck,Regular,Printed,1111,2,0
L,Full,Blue,Polo,Loose,Checked,603,0,0
L,Full,Yellow,Mandarin,Loose,Striped,713,2,1
S,Sleeveless,Red,Round,Regular,Printed,1366,2,0
XL,Half,White,Mandarin,Loose,Printed,2937,9,0
S,Full,Blue,Polo,Slim,Striped,2773,0,0
L,Sleeveless,Green,Round,Slim,Printed,1428,1,0
S,Full,White,Polo,Loose,Solid,281,3,0
M,Full,Red,Mandarin,Slim,Solid,526,0,1
XL,Full,Blue,Polo,Slim,Checked,2335,1,0
S,Sleeveless,White,V-Neck,Regular,Solid,2611,6,1
L,Half,Blue,Round,Loose,Checked,1947,5,1
L,Half,Black,Polo,Regular,Striped,2477,8,0
M,Half,Blue,Mandarin,Regular,Checked,441,1,1
M,Full,Yellow,Round,Loose,Printed,433,1,0
XL,Half,Red,V-Neck,Loose,Solid,1564,5,1
S,Full,White,Polo,Loose,Printed,841,1,0
L,Full,Blue,Round,Slim,Solid,3000,1,0
L,Half,Green,Mandarin,Regular,Printed,673,1,0
L,Full,Green,Mandarin,Loose,Striped,1030,0,1
M,Half,Green,Mandarin,Regular,Checked,1226,2,1
M,Full,Blue,V-Neck,Loose,Printed,1218,6,0
M,Half,Yellow,Mandarin,Loose,Printed,2520,3,0
L,Full,Yellow,Mandarin,Slim,Printed,706,7,0
L,Full,Black,Polo,Loose,Solid,392,1,0
M,Full,Green,V-Neck,Loose,Printed,1425,3,1
L,Half,Yellow,V-Neck,Regular,Printed,806,0,0
XL,Half,Black,Mandarin,Regular,Solid,316,1,0
L,Full,Blue,Round,Regular,Printed,914,9,1
L,Half,Red,Mandarin,Regular,Printed,1180,1,1
S,Full,White,Round,Regular,Checked,1981,4,0
M,Full,Red,Round,Slim,Checked,460,1,0
M,Sleeveless,White,V-Neck,Slim,Solid,2904,6,1
S,Half,Green,Round,Loose,Printed,643,2,1
XL,Full,White,Mandarin,Regular,Printed,1939,6,0
L,Full,Red,Round,Loose,Solid,837,1,0
M,Sleeveless,Black,Polo,Slim,Solid,1415,1,0
M,Full,Green,Round,Slim,Solid,1215,0,1
L,Sleeveless,Black,Polo,Slim,Printed,2708,8,0
M,Half,Green,V-Neck,Regular,Striped,1151,2,0
M,Full,Blue,Mandarin,Regular,Striped,1411,0,1
S,Full,Black,Mandarin,Slim,Printed,636,0,0
L,Sleeveless,Black,Polo,Regular,Printed,800,0,0
XL,Half,White,V-Neck,Slim,Solid,2638,6,0
S,Half,White,Polo,Regular,Checked,1730,2,0
M,Sleeveless,Black,Round,Slim,Checked,410,0,0
S,Sleeveless,Blue,V-Neck,Slim,Checked,1424,0,0
M,Half,Blue,Round,Loose,Solid,1955,4,1
S,Half,Black,V-Neck,Loose,Solid,1540,3,0
M,Half,White,Round,Slim,Solid,1257,2,0
XL,Full,White,Mandarin,Slim,Striped,1541,2,1
M,Full,Blue,Polo,Slim,Checked,1965,5,0
M,Full,White,V-Neck,Loose,Printed,905,1,1
M,Sleeveless,Green,V-Neck,Slim,Solid,780,5,0
M,Half,Blue,Mandarin,Regular,Printed,2588,4,0
XL,Half,Black,Round,Loose,Printed,763,0,1
S,Sleeveless,Red,Mandarin,Slim,Checked,908,0,1
S,Sleeveless,Yellow,Polo,Slim,Striped,939,3,0
XL,Half,Blue,Polo,Regular,Solid,616,3,0
L,Sleeveless,White,V-Neck,Slim,Striped,275,4,1
M,Half,Blue,V-Neck,Slim,Printed,2253,2,1
S,Full,Green,V-Neck,Loose,Solid,840,1,1
M,Half,Black,Mandarin,Slim,Solid,698,3,0
M,Full,Green,V-Neck,Loose,Checked,897,1,0
M,Half,Black,Round,Slim,Printed,1855,6,1
XL,Full,Black,Mandarin,Regular,Checked,2803,0,0
S,Full,Red,Polo,Regular,Printed,3000,3,1
M,Half,Green,Polo,Regular,Checked,978,1,0
XL,Half,Black,V-Neck,Regular,Printed,501,0,0
S,Half,Blue,Round,Regular,Printed,604,1,1
L,Full,Green,Polo,Regular,Solid,3000,2,0
S,Full,White,Round,Regular,Checked,1302,10,0
S,Full,Black,Polo,Regular,Solid,2613,0,0
M,Half,White,Round,Slim,Checked,3000,2,1
XL,Full,White,Round,Loose,Printed,1141,5,1
M,Full,Blue,Mandarin,Regular,Printed,1419,8,0
S,Half,Blue,V-Neck,Loose,Striped,1814,3,0
M,Full,White,Polo,Slim,Solid,371,1,1
XL,Half,Blue,Round,Slim,Checked,1395,1,0
S,Full,Black,V-Neck,Regular,Solid,1773,2,0
M,Full,Red,V-Neck,Slim,Printed,660,4,1
XL,Half,Black,V-Neck,Regular,Solid,510,1,1
XL,Sleeveless,Black,Round,Slim,Solid,2517,5,0
L,Full,White,Mandarin,Regular,Printed,1094,3,1
M,Full,Blue,Polo,Regular,Solid,2211,2,1
M,Sleeveless,Red,V-Neck,Slim,Checked,942,4,0
L,Full,Blue,Round,Slim,Striped,633,2,1
S,Sleeveless,Red,Mandarin,Regular,Solid,1077,2,0
S,Half,Blue,Round,Loose,Solid,2052,3,0
XL,Half,Blue,V-Neck,Regular,Checked,2132,7,0
L,Half,White,Round,Regular,Striped,627,3,0
L,Full,White,Mandarin,Regular,Solid,405,0,1
M,Sleeveless,Yellow,Mandarin,Loose,Checked,699,2,0
XL,Full,Blue,Round,Regular,Printed,425,2,0
L,Full,Green,V-Neck,Regular,Solid,1273,2,1
M,Full,White,Round,Regular,Striped,1062,3,1
S,Full,Blue,Mandarin,Regular,Striped,1044,3,0
S,Half,Red,V-Neck,Loose,Solid,1780,2,0
M,Full,Black,Polo,Slim,Striped,1804,1,1
M,Full,Blue,Mandarin,Slim,Striped,1465,3,1
XL,Half,White,V-Neck,Slim,Solid,758,4,1
L,Half,White,Polo,Regular,Striped,632,0,1
M,Sleeveless,Blue,Round,Loose,Checked,549,3,1
L,Sleeveless,Blue,Mandarin,Loose,Striped,1006,0,1
S,Half,White,Polo,Loose,Checked,524,0,0
M,Half,White,Polo,Slim,Striped,652,3,1
L,Half,Black,Mandarin,Loose,Solid,1673,2,0
M,Sleeveless,Green,Polo,Slim,Printed,707,2,0
M,Sleeveless,Black,Round,Regular,Solid,733,3,1
L,Full,White,Polo,Regular,Printed,284,1,0
M,Sleeveless,Yellow,Round,Regular,Printed,683,0,1
L,Half,Black,Mandarin,Regular,Solid,656,3,0
M,Sleeveless,Black,V-Neck,Loose,Checked,1259,3,0
L,Half,Blue,Round,Regular,Checked,519,6,0
XL,Full,Green,V-Neck,Slim,Checked,727,2,1
L,Sleeveless,Red,Mandarin,Slim,Solid,2958,5,0
M,Full,Black,V-Neck,Slim,Printed,2416,1,0
S,Half,Black,V-Neck,Regular,Printed,839,3,1
M,Full,Black,Round,Loose,Printed,803,0,0
L,Full,Blue,Mandarin,Loose,Checked,1378,2,0
M,Sleeveless,Black,Round,Loose,Printed,687,0,0
M,Full,Red,Polo,Regular,Solid,838,2,1
S,Half,Red,V-Neck,Regular,Solid,2106,0,1
M,Half,Red,Mandarin,Slim,Printed,1877,4,1
XL,Half,Yellow,Polo,Slim,Striped,2545,0,0
XL,Full,Black,Polo,Loose,Striped,632,5,0
M,Half,Black,Round,Regular,Solid,2344,8,0
XL,Half,Red,Polo,Regular,Striped,1493,2,0
M,Full,White,Round,Loose,Printed,430,2,0
M,Full,Blue,V-Neck,Regular,Solid,2668,8,0
S,Full,Red,V-Neck,Regular,Solid,1283,3,0
S,Half,White,Mandarin,Loose,Printed,1137,7,0
M,Full,Red,V-Neck,Regular,Striped,3000,1,0
S,Half,White,Polo,Slim,Striped,1015,7,0
L,Half,White,Polo,Regular,Striped,1354,2,0
S,Full,Black,Round,Regular,Striped,522,0,0
M,Sleeveless,Yellow,Polo,Slim,Striped,1033,1,0
L,Full,Green,V-Neck,Slim,Striped,1137,3,0
S,Half,White,Round,Regular,Solid,1468,3,1
L,Half,White,Round,Regular,Printed,2123,3,0
XL,Half,White,V-Neck,Loose,Striped,993,4,0
S,Full,Green,Polo,Slim,Striped,1860,10,1
L,Sleeveless,Yellow,Round,Slim,Striped,438,2,1
S,Sleeveless,Blue,Mandarin,Loose,Printed,327,2,0
M,Half,Black,Mandarin,Regular,Striped,1562,7,0
S,Full,Yellow,V-Neck,Loose,Solid,2168,0,0
S,Half,Yellow,V-Neck,Slim,Checked,1956,2,0
XL,Full,Blue,Round,Slim,Solid,1203,1,1
L,Full,Green,Round,Slim,Checked,2374,0,0
M,Full,Blue,V-Neck,Slim,Printed,354,9,0
L,Full,Black,Polo,Slim,Printed,1125,5,1
XL,Half,Black,Polo,Slim,Striped,1157,1,0
L,Full,Red,Polo,Loose,Printed,1767,2,0
S,Half,Red,Mandarin,Loose,Solid,1038,0,0
M,Full,Green,V-Neck,Loose,Printed,673,0,0
L,Full,Green,Mandarin,Regular,Printed,1872,8,1
M,Full,Blue,V-Neck,Slim,Solid,3000,1,1
XL,Sleeveless,Green,Round,Loose,Striped,2528,1,1
XL,Sleeveless,Red,Round,Slim,Solid,2500,5,1
S,Full,White,Polo,Regular,Striped,1566,4,1
L,Half,Red,Round,Regular,Solid,343,0,0
L,Half,Green,V-Neck,Slim,Striped,2748,6,1
XL,Sleeveless,Blue,Round,Regular,Solid,293,0,0
L,Half,Blue,V-Neck,Regular,Solid,2434,9,0
M,Half,Black,Polo,Regular,Printed,2606,0,0
XL,Full,Red,Polo,Regular,Striped,347,4,1
S,Half,White,V-Neck,Regular,Checked,517,2,0
S,Half,Green,Mandarin,Regular,Printed,2439,1,0
XL,Full,Yellow,Mandarin,Loose,Checked,2816,1,0
S,Sleeveless,Yellow,Polo,Regular,Printed,1063,2,0
XL,Sleeveless,Black,Mandarin,Slim,Solid,719,7,0
L,Full,Black,Polo,Loose,Striped,1655,1,0
M,Half,Red,V-Neck,Slim,Printed,996,5,1
XL,Full,Green,V-Neck,Regular,Printed,865,1,1
L,Half,Black,Polo,Slim,Solid,1777,0,0
M,Half,Yellow,Mandarin,Slim,Striped,486,5,0
M,Full,White,Round,Slim,Checked,906,1,1
M,Sleeveless,Blue,Round,Loose,Striped,361,2,0
S,Full,Black,Round,Regular,Checked,555,0,0
L,Sleeveless,Red,V-Neck,Regular,Printed,1256,1,1
XL,Full,Green,V-Neck,Regular,Solid,2725,2,0
S,Half,Green,Mandarin,Loose,Solid,247,3,0
L,Sleeveless,Red,Polo,Slim,Solid,1398,3,0
S,Sleeveless,Green,Round,Slim,Striped,1646,4,1
L,Half,Blue,Round,Regular,Printed,1235,2,0
S,Half,Green,V-Neck,Loose,Printed,2031,6,0
S,Full,Green,Round,Regular,Printed,923,1,1
L,Sleeveless,Black,Mandarin,Loose,Striped,1520,1,0
L,Half,Red,Mandarin,Regular,Checked,889,1,0
L,Half,Blue,V-Neck,Regular,Checked,1245,2,1
M,Full,Green,Round,Slim,Printed,2454,3,0
XL,Half,Black,Round,Regular,Printed,1272,5,1
L,Full,Black,V-Neck,Loose,Printed,2864,0,0
XL,Full,Red,Round,Slim,Printed,306,1,0
M,Half,Yellow,Round,Loose,Printed,522,0,0
L,Sleeveless,Black,V-Neck,Regular,Printed,2301,3,0
S,Half,Black,Mandarin,Loose,Solid,1951,3,0
L,Half,White,V-Neck,Regular,Solid,2777,8,0
M,Full,Yellow,Round,Loose,Checked,790,3,1
S,Full,Black,Polo,Slim,Solid,862,0,0
M,Full,Black,Polo,Regular,Striped,798,0,0
L,Full,Blue,Polo,Slim,Solid,2623,0,0
S,Sleeveless,Red,Round,Slim,Striped,2138,1,1
L,Full,Red,Mandarin,Slim,Printed,614,4,1
XL,Half,Black,V-Neck,Regular,Striped,2863,2,0
M,Sleeveless,Black,Round,Slim,Solid,1690,0,0
M,Half,White,Round,Regular,Checked,2712,6,0
L,Full,Black,Round,Slim,Solid,627,2,1
S,Half,Red,Mandarin,Loose,Printed,2360,9,0
L,Half,Black,Mandarin,Regular,Striped,368,2,0
L,Half,White,Polo,Loose,Checked,2864,0,0
M,Sleeveless,Black,V-Neck,Loose,Printed,1229,0,0
L,Half,Black,Mandarin,Regular,Checked,1278,2,0
M,Full,Black,Polo,Regular,Solid,2854,4,1
XL,Full,Blue,Polo,Regular,Printed,1583,0,0
M,Full,Green,Mandarin,Regular,Checked,343,1,0
S,Half,Black,Mandarin,Slim,Solid,2531,1,0
XL,Full,Red,Polo,Slim,Solid,1883,4,0
L,Half,Black,Round,Slim,Printed,365,1,0
M,Sleeveless,Black,V-Neck,Regular,Striped,493,1,1
M,Full,Red,V-Neck,Slim,Striped,774,2,1
L,Half,Blue,Mandarin,Loose,Checked,1140,1,0
S,Sleeveless,Black,Round,Regular,Printed,668,3,0
S,Full,Green,V-Neck,Slim,Striped,2849,6,1
XL,Sleeveless,Black,V-Neck,Slim,Checked,821,5,1
M,Full,Black,Mandarin,Regular,Printed,2832,1,0
L,Full,Blue,Round,Slim,Printed,781,0,0
M,Sleeveless,Red,Round,Slim,Striped,1850,1,1
M,Half,Blue,Round,Slim,Solid,531,2,0
S,Sleeveless,Blue,V-Neck,Slim,Solid,1274,3,0
XL,Full,Yellow,V-Neck,Slim,Solid,993,0,0
M,Full,Black,Polo,Regular,Solid,2578,2,0
L,Full,Yellow,V-Neck,Slim,Solid,1806,2,1
M,Sleeveless,Blue,Round,Regular,Solid,1044,3,1
L,Sleeveless,Red,Mandarin,Regular,Solid,1315,0,1
S,Sleeveless,Green,Mandarin,Slim,Checked,2664,2,0
L,Half,Red,V-Neck,Slim,Printed,1997,1,1
M,Sleeveless,Black,Round,Slim,Checked,1372,4,1
M,Full,Black,Round,Slim,Solid,666,3,0
L,Full,Yellow,Mandarin,Regular,Solid,899,2,0
S,Full,Blue,Mandarin,Slim,Checked,897,3,1
M,Half,Red,V-Neck,Slim,Solid,1531,10,0
L,Sleeveless,Green,V-Neck,Slim,Checked,3000,3,1
M,Half,Red,V-Neck,Loose,Checked,1288,2,0
L,Sleeveless,Red,Polo,Regular,Checked,939,1,0
S,Half,Red,Polo,Regular,Checked,1413,0,0
S,Sleeveless,Black,Round,Slim,Printed,1082,5,0
XL,Sleeveless,Yellow,V-Neck,Slim,Checked,1529,3,0
XL,Full,Yellow,V-Neck,Regular,Solid,3000,1,0
S,Full,Red,Polo,Slim,Striped,1941,5,0
XL,Full,Yellow,Round,Slim,Striped,716,2,1
M,Full,Yellow,Polo,Regular,Solid,872,1,1
M,Sleeveless,Green,Round,Regular,Checked,264,4,0
L,Half,White,Polo,Loose,Solid,1579,9,0
XL,Half,Black,Round,Regular,Striped,1235,6,0
M,Sleeveless,Yellow,Polo,Regular,Solid,393,3,0
M,Half,Red,Mandarin,Slim,Solid,444,6,1
M,Sleeveless,Blue,V-Neck,Regular,Solid,1111,0,0
M,Sleeveless,White,Polo,Loose,Printed,1297,5,1
M,Full,Green,Mandarin,Slim,Solid,1284,0,1
L,Half,Red,Mandarin,Loose,Solid,1169,0,0
S,Sleeveless,Red,Round,Regular,Checked,2087,1,1
M,Full,Black,V-Neck,Regular,Printed,2946,3,0
M,Half,Black,Polo,Loose,Striped,1410,10,0
L,Half,Blue,Mandarin,Regular,Printed,1015,4,0
S,Sleeveless,Green,Polo,Slim,Solid,3000,2,1
XL,Half,Blue,Round,Loose,Solid,2239,4,1
M,Sleeveless,White,V-Neck,Regular,Checked,649,0,1
L,Half,Green,V-Neck,Regular,Printed,983,1,1
S,Full,Green,V-Neck,Slim,Printed,516,2,1
M,Full,White,Mandarin,Loose,Checked,2348,9,1
M,Half,Blue,Polo,Slim,Solid,886,0,0
M,Full,Red,V-Neck,Regular,Printed,2757,8,0
S,Half,Yellow,Polo,Regular,Printed,2600,9,0
XL,Half,White,Mandarin,Loose,Solid,996,3,0
S,Full,Red,V-Neck,Slim,Checked,2064,3,1
M,Half,Blue,Round,Regular,Solid,2566,2,0
S,Sleeveless,Black,V-Neck,Regular,Striped,2376,2,1
S,Full,Green,Round,Loose,Solid,838,1,0
L,Half,Blue,Round,Regular,Checked,1302,0,1
S,Sleeveless,Black,Mandarin,Slim,Printed,1976,1,0
XL,Half,Black,Polo,Loose,Printed,837,3,0
S,Full,White,Mandarin,Regular,Solid,368,2,1
S,Full,White,Polo,Regular,Solid,547,7,0
M,Half,Blue,Round,Loose,Checked,376,2,1
L,Full,Red,Mandarin,Slim,Checked,914,0,0
L,Half,Black,Polo,Loose,Striped,1833,3,0
XL,Sleeveless,Blue,Mandarin,Regular,Solid,1457,1,0
M,Full,Blue,Round,Loose,Solid,1106,2,1
M,Half,Red,V-Neck,Slim,Checked,1603,1,0
M,Sleeveless,Blue,Polo,Regular,Solid,1734,7,0
M,Full,Red,V-Neck,Slim,Solid,2761,0,0
M,Half,Black,Polo,Slim,Printed,934,2,1
L,Sleeveless,Black,Mandarin,Regular,Checked,2851,6,1
L,Sleeveless,Green,Mandarin,Slim,Printed,1570,6,0
M,Full,White,V-Neck,Slim,Printed,943,1,0
M,Half,Yellow,Round,Regular,Printed,1516,7,0
L,Full,Green,Round,Loose,Solid,1765,2,0
S,Half,Red,V-Neck,Slim,Solid,459,1,0
M,Half,White,V-Neck,Slim,Checked,1226,3,1
M,Sleeveless,White,Round,Regular,Striped,2613,1,0
M,Full,White,V-Neck,Regular,Checked,200,0,0
XL,Full,Black,Polo,Loose,Printed,2855,4,0
S,Full,Black,Mandarin,Loose,Checked,1321,0,0
S,Half,Blue,Round,Loose,Printed,1122,0,1
S,Full,White,V-Neck,Loose,Printed,1264,0,0
XL,Half,Black,Round,Loose,Striped,1232,0,1
XL,Full,Black,Polo,Slim,Solid,1587,4,0
M,Full,Black,V-Neck,Loose,Solid,401,2,0
XL,Full,Black,Polo,Loose,Solid,599,0,0
XL,Full,Blue,Mandarin,Regular,Striped,3000,1,0
M,Half,White,Polo,Loose,Solid,1435,1,0
M,Half,Blue,V-Neck,Regular,Solid,1249,3,0
M,Sleeveless,Yellow,Round,Regular,Striped,685,2,1
M,Sleeveless,Black,Mandarin,Loose,Striped,1522,0,0
S,Sleeveless,White,Mandarin,Regular,Printed,1255,3,1
S,Full,Yellow,Round,Regular,Striped,2742,0,0
L,Half,Red,Mandarin,Regular,Solid,2433,3,0
L,Sleeveless,White,Mandarin,Slim,Checked,1760,4,0
L,Full,Blue,Polo,Slim,Printed,1410,3,1
M,Half,Black,Polo,Regular,Printed,269,3,1
M,Full,White,Mandarin,Loose,Solid,483,3,0
XL,Half,Blue,Round,Slim,Striped,1619,5,0
S,Sleeveless,Red,Polo,Slim,Solid,1681,3,0
S,Half,Black,Polo,Regular,Solid,208,3,0
L,Half,Black,V-Neck,Slim,Solid,481,2,1
L,Sleeveless,White,Mandarin,Regular,Printed,1704,1,0
L,Full,Red,Polo,Regular,Printed,920,0,0
L,Sleeveless,Black,Round,Loose,Solid,338,3,1
M,Sleeveless,Blue,Polo,Slim,Checked,2801,5,1
M,Full,Green,Round,Regular,Striped,964,2,0
M,Full,White,Mandarin,Slim,Printed,200,1,0
M,Sleeveless,White,Mandarin,Regular,Solid,1751,4,1
M,Half,Green,V-Neck,Regular,Checked,514,9,1
L,Half,White,Mandarin,Regular,Printed,1600,10,0
M,Sleeveless,Black,Round,Regular,Solid,945,3,1
L,Sleeveless,Yellow,Polo,Slim,Striped,223,9,0
S,Sleeveless,Blue,Mandarin,Regular,Solid,2670,6,0
L,Sleeveless,Red,V-Neck,Regular,Striped,981,4,0
M,Half,Black,Round,Regular,Printed,267,0,0
XL,Sleeveless,Blue,Polo,Loose,Checked,2676,5,0
S,Sleeveless,Blue,Round,Slim,Striped,684,0,1
S,Full,White,Mandarin,Slim,Checked,3000,3,1
M,Full,Black,V-Neck,Loose,Solid,1151,1,0
L,Half,Red,Polo,Regular,Printed,2508,3,0
L,Full,Green,V-Neck,Regular,Striped,2248,3,0
M,Half,Black,Mandarin,Regular,Solid,2888,0,0
M,Sleeveless,White,Polo,Slim,Striped,1959,4,0
M,Half,White,Round,Loose,Solid,3000,2,0
L,Full,Green,Polo,Regular,Printed,566,5,0
S,Half,Blue,Round,Loose,Striped,2966,5,0
M,Sleeveless,Green,Mandarin,Regular,Printed,823,0,0
S,Half,Red,Polo,Regular,Solid,3000,2,0
L,Half,White,Round,Regular,Striped,1273,3,0
L,Half,Blue,Round,Loose,Solid,2508,0,1
XL,Half,Black,V-Neck,Loose,Printed,245,1,1
L,Sleeveless,Black,Round,Regular,Solid,1068,5,0
L,Full,Yellow,Mandarin,Slim,Solid,767,1,0
L,Sleeveless,White,Mandarin,Regular,Striped,867,3,0
L,Full,Black,Polo,Regular,Solid,614,8,0
L,Half,Green,Round,Regular,Printed,408,2,0
L,Sleeveless,Black,V-Neck,Slim,Printed,1956,10,1
L,Sleeveless,Yellow,Round,Slim,Printed,905,4,1
L,Full,Black,Polo,Regular,Striped,1455,4,0
S,Full,Black,Polo,Loose,Printed,647,3,1
XL,Sleeveless,Black,Mandarin,Slim,Printed,1924,4,0
M,Full,Red,V-Neck,Regular,Striped,512,2,0
M,Half,Yellow,Round,Regular,Printed,738,6,1
XL,Sleeveless,Black,Polo,Regular,Striped,668,3,1
M,Sleeveless,Black,V-Neck,Regular,Striped,2020,1,0
M,Full,Yellow,Round,Loose,Checked,793,2,0
M,Half,White,Mandarin,Loose,Solid,1840,10,1
L,Full,Red,Polo,Regular,Printed,1016,3,0
L,Full,Black,Mandarin,Slim,Solid,813,0,1
M,Full,Yellow,V-Neck,Slim,Printed,2916,0,0
M,Sleeveless,Yellow,V-Neck,Slim,Striped,1649,3,0
M,Full,Blue,Polo,Regular,Checked,1143,1,1
XL,Half,Black,Mandarin,Regular,Printed,359,2,0
S,Half,Black,V-Neck,Slim,Printed,2063,0,0
XL,Full,White,Round,Slim,Printed,2718,8,0
S,Half,Black,Mandarin,Regular,Printed,2589,5,0
L,Full,Yellow,Mandarin,Regular,Printed,2935,3,1
S,Half,White,V-Neck,Regular,Checked,848,7,0
M,Half,Black,Polo,Loose,Printed,2266,2,1
M,Half,Red,Polo,Slim,Solid,1189,0,1
M,Half,Red,V-Neck,Regular,Striped,311,5,0
L,Full,Red,Round,Loose,Solid,569,3,0
L,Full,Black,Mandarin,Loose,Solid,1690,4,0
M,Full,Black,V-Neck,Regular,Striped,737,0,0
S,Full,Red,Round,Slim,Printed,244,2,0
L,Full,Black,Round,Slim,Solid,518,3,1
M,Half,Yellow,Mandarin,Regular,Checked,664,1,1
L,Half,Blue,Polo,Loose,Solid,2167,6,0
S,Sleeveless,White,Round,Regular,Solid,1271,0,0
L,Full,Green,Mandarin,Regular,Solid,2465,3,0
L,Sleeveless,Blue,Round,Regular,Printed,2437,6,0
L,Full,Black,Polo,Regular,Solid,1127,1,0
S,Full,Blue,Mandarin,Slim,Printed,1767,6,1
M,Sleeveless,Black,Polo,Loose,Solid,1653,0,1
M,Sleeveless,White,Round,Slim,Striped,2118,7,0
S,Full,Black,Mandarin,Loose,Solid,695,3,0
M,Half,Green,V-Neck,Loose,Solid,2387,4,0
L,Sleeveless,Blue,Polo,Regular,Striped,2178,1,1
S,Half,Black,Polo,Regular,Printed,441,3,1
S,Sleeveless,Black,Polo,Slim,Printed,773,1,1
L,Full,Red,Round,Regular,Solid,777,1,0
M,Sleeveless,Green,Polo,Regular,Solid,823,1,0
M,Sleeveless,Red,V-Neck,Slim,Printed,720,3,1
S,Full,Blue,Polo,Loose,Solid,736,6,0
M,Sleeveless,Red,V-Neck,Regular,Printed,583,3,1
XL,Full,Green,Round,Regular,Solid,1530,0,1
XL,Sleeveless,Blue,Round,Slim,Checked,989,0,0
XL,Sleeveless,Black,Polo,Loose,Printed,466,2,1
XL,Full,Blue,Polo,Regular,Checked,1514,1,1
M,Sleeveless,White,V-Neck,Loose,Solid,1631,3,1
S,Sleeveless,Black,V-Neck,Regular,Striped,825,3,0
L,Half,Black,V-Neck,Loose,Solid,2504,6,1
L,Half,Red,Polo,Loose,Checked,1990,6,0
XL,Full,Red,Round,Loose,Solid,1098,3,1
M,Sleeveless,Red,Mandarin,Slim,Checked,1242,5,1
S,Sleeveless,Yellow,V-Neck,Regular,Checked,915,8,0
L,Full,Red,Polo,Slim,Checked,388,0,0
L,Full,Green,Round,Loose,Checked,2976,1,0
XL,Half,Blue,Polo,Loose,Printed,931,3,0
S,Full,Red,V-Neck,Slim,Printed,2375,3,0
L,Full,White,V-Neck,Regular,Printed,2033,2,0
S,Half,Green,Polo,Regular,Striped,466,1,0
L,Half,Red,Round,Slim,Checked,1198,3,0
M,Full,White,Round,Slim,Striped,772,1,1
